0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
 10003167 ;AL ;ARAPIRACA ;Povoado Canaã ;RUA PROJETADA, N. 05, DOIS GALPÕES PARA DEPÓSITO ;20.510,00;350.000,00;94.14;Comercial, 0.00 de área total, 389.79 de área privativa, 542.12 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10003167,,,,,,,
 8444408333392 ;GO ;AGUAS LINDAS DE GOIAS ;RESIDENCIAL JARDIM PARAISO ;RUA DOS CACTOS, N. 0, QD11 LT37 ;139.000,00;139.000,00;0.00;Casa, 0.00 de área total, 64.22 de área privativa, 300.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408333392,,
 8444410852571 ;GO ;AGUAS LINDAS DE GOIAS ;RESIDENCIAL JARDIM PARAISO ;RUAS  DAS MARGARIDAS, N. 0, LT 10 QD 5 ;165.000,00;165.000,00;0.00;Casa, 0.00 de área total, 70.72 de área privativa, 300.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410852571,
 8444411593561 ;GO ;AGUAS LINDAS DE GOIAS ;RESIDENCIAL JARDIM PARAISO ;QUADRA 13 RUA DAS HORTENCIAS, N. SN, LT 10 ;142.000,00;142.000,00;0.00;Casa, 0.00 de área total, 50.43 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411593561,
 8555521922081 ;GO ;AGUAS LINDAS DE GOIAS ;RESIDENCIAL JARDIM PARAISO ;RUA AZALEIAS, N. SN, LT 50 QD 01 ;105.029,24;105.029,24;0.00;Casa, 0.00 de área total, 50.43 de área privativa, 202.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555521922081,
 8444404062114 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 16 ;RUA Q 126 CONJUNTO B N SN SN 143RUA PARANAIBA MODU, N. 0, LT143 QD126 MODB CONJ B ;115.000,00;115.000,00;0.00;Casa, 0.00 de área total, 63.25 de área privativa, 250.10 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404062114,
 8444419311883 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 16 ;QUADRA 126, N. SN, LT 2A  CONJ A CS O ;165.000,00;165.000,00;0.00;Casa, 0.00 de área total, 87.35 de área privativa, 164.25 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419311883,
 8444418879002 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DAS AGUAS BONITAS I ;RUA 2, N. 0, LOTE 08  QUADRA 03 ;142.000,00;142.000,00;0.00;Casa, 0.00 de área total, 68.01 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418879002,
 8444418966711 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DAS AGUAS BONITAS I ;QUADRA 52 RUA 27, N. SN, Apto 201, LT 5 ;190.000,00;190.000,00;0.00;Apartamento, 0.00 de área total, 71.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418966711,
 8444417081414 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CAMARGO ;RUA 4, N. 0, Apto 101, QUADRA 06  LOTE 11 B ;148.000,00;148.000,00;0.00;Apartamento, 0.00 de área total, 67.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417081414,
 8555527748040 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CAMARGO ;QUADRA 26 EM FRENTE A RUA A2, N. SN, CONJ B  LT 01 ;128.000,00;128.000,00;0.00;Casa, 0.00 de área total, 46.07 de área privativa, 250.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527748040,,,
 8555531272900 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CAMARGO ;RUA 11, N. SN, LT 11, QD 21, CJ B ;123.000,00;123.000,00;0.00;Casa, 0.00 de área total, 46.07 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555531272900,
 8555533451275 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CAMARGO ;RUA 10, N. 0, LOTE 23  QUADRA 18  CONJUNTO B ;130.000,00;130.000,00;0.00;Casa, 0.00 de área total, 46.07 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533451275,
 8444404174044 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES ODISSEIA ;ACESSO Q QUADRA 27B N SN E 16, N. 0, CSE LT16 QD27B ;120.000,00;120.000,00;0.00;Casa, 0.00 de área total, 64.45 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404174044,
 8444415593485 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES ODISSEIA ;RUA 14, N. SN, LT 16 QD 28B CASA C ;144.600,00;144.600,00;0.00;Casa, 0.00 de área total, 64.80 de área privativa, 156.79 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415593485,,,,,,,
 8444419086570 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES ODISSEIA ;QUADRA 20B, N. SN, CS C LT 13 ;135.000,00;135.000,00;0.00;Casa, 0.00 de área total, 69.84 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419086570,
 8444422917681 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES ODISSEIA ;QUADRA 9B, N. SN, CS 02 LT 02 RUA 04 ;157.000,00;157.000,00;0.00;Casa, 0.00 de área total, 69.95 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422917681,
 8444423800826 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM SANTA LUCIA ;0 QUADRA 00, N. SN, CS K LT 23 RUA EUCALIPTO LOT RES SANTA ;133.000,00;133.000,00;0.00;Casa, 0.00 de área total, 64.40 de área privativa, 149.32 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423800826,
 8444424271401 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM SANTA LUCIA ;QUADRA 24, N. SN, Apto 102, LT 33 RUA MACAUBA ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 58.97 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424271401,
 8444406432628 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AGUAS LINDAS II ;QUADRA 2, N. 2, CS 02, LT 17A, LOT JD STA LUCIA ;150.000,00;150.000,00;0.00;Casa, 0.00 de área total, 70.55 de área privativa, 240.00 de área do terreno, a.serv.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406432628,,,,
 8787701844560 ;GO ;AGUAS LINDAS DE GOIAS ;CHACARAS QUEDAS DO DESCOBERTO ;RUA 29, N. SN, LT 865 QD 39 CS B ;140.000,00;140.000,00;0.00;Casa, 0.00 de área total, 62.72 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701844560,,,
 8444428274847 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AGUAS LINDAS ;QUADRA QUADRA 06, N. SN, CS 02  11A1 ;165.228,06;165.228,06;0.00;Casa, 0.00 de área total, 69.93 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444428274847,
 8444416846972 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DAS AGUAS BONITAS I ;QUADRA Q, N. SN, Apto 101, LT 03 QD 27 ;146.145,00;146.000,00;0.00;Apartamento, 0.00 de área total, 61.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416846972,
 8444423201469 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;RUA TRINTA E OITO, N. SN, Apto 201, BL D - LT 11 QD 85 CJTO A ST 11 ;144.155,00;143.000,00;0.00;Apartamento, 0.00 de área total, 58.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423201469,,
 8444402436530 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 05 ; QUADRA 7, N. SN, CS 04 QD 07 ;100.859,64;100.000,00;0.00;Casa, 0.00 de área total, 162.75 de área privativa, 232.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402436530,,
 8444423131789 ;GO ;AGUAS LINDAS DE GOIAS ;CHACARAS QUEDAS DO DESCOBERTO ;QUADRA 33, N. SN, LT 672 CS D ;158.603,48;156.000,00;0.00;Casa, 0.00 de área total, 64.18 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423131789,,
 8787710040273 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;RUA 11A, N. SN, Apto 204, BL 6 BOX 25 ;125.928,92;123.000,00;0.00;Apartamento, 0.00 de área total, 40.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710040273,
 8444418777978 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM V ;QUADRA 7, N. SN, Apto 301, LT 22 ;158.704,00;155.000,00;0.00;Apartamento, 0.00 de área total, 69.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418777978,
 1444415308758 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 07 ;QUADRA 56, N. SN, CS 12 QD 56 LT 12A ;118.830,00;115.500,00;0.00;Casa, 0.00 de área total, 61.59 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415308758,,
 8444427740470 ;GO ;AGUAS LINDAS DE GOIAS ;RESIDENCIAL PORTAL DA BARRAGEM ;CONJUNTO A, N. 0, Apto 203, LOTE 18  QUADRA 11  SETOR 5 ;148.408,13;144.000,00;0.00;Apartamento, 0.00 de área total, 52.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427740470,
 8444424955300 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES VILLAGE ;RUA DOIS, N. SN, Apto 202, LT 11 QD C-01 ;149.707,00;145.000,00;0.00;Apartamento, 0.00 de área total, 50.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424955300,
 8444411229860 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA IV ;QUADRA 62, N. SN, LT 46 RUA 03 ;142.142,00;137.000,00;0.00;Casa, 0.00 de área total, 55.60 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411229860,
 8444428036148 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM VI ;QUADRA 44, N. SN, Apto 202, LT 03 ;158.156,94;152.000,00;0.00;Apartamento, 0.00 de área total, 58.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444428036148,
 8444425791026 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES VILLAGE ;QUADRA C25, N. SN, Apto 101, LT 01 ;156.835,02;150.000,00;0.00;Apartamento, 0.00 de área total, 61.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425791026,
 8444423613023 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES ODISSEIA ;QUADRA 07B, N. SN, Apto 204, LT 02C RUA 03 ;147.507,08;140.000,00;0.00;Apartamento, 0.00 de área total, 63.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423613023,
 8444425273378 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA II ;QUADRA 36 RUA PARAUNA, N. SN, LT 02A6 ;124.040,49;117.607,44;0.00;Casa, 0.00 de área total, 55.72 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425273378,
 8444400825326 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;QUADRA 94 CONJUNTO A, N. SN, LT 13 CS 03 ;106.836,00;101.000,00;0.00;Casa, 0.00 de área total, 61.11 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400825326,
 8444426804024 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM VI ;RUA NOVE, N. SN, LOTE 37A8 QUADRA 67 ;115.366,00;109.000,00;0.00;Casa, 0.00 de área total, 56.17 de área privativa, 260.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426804024,
 8787700672285 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 15 ;RUA 43, N. 0, CASA 21  QUADRA 115 ;148.827,76;140.000,00;0.00;Casa, 0.00 de área total, 61.75 de área privativa, 138.12 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700672285,
 8444402038410 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;QUADRA 94 CONJUNTO B N SN 40DRUA 37, N. SN ;119.759,00;112.000,00;0.00;Casa, 0.00 de área total, 63.00 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402038410,,
 8444407176706 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM SANTA LUCIA ;AVENIDA JK, N. 0, CASA B  QUADRA 22 ;135.030,61;126.000,00;0.00;Casa, 0.00 de área total, 56.17 de área privativa, 203.03 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407176706,
 8555506907980 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CENTRO OESTE ;RUA ALAMEDA B, N. SN, LT 74-B ;76.418,30;70.500,00;0.00;Casa, 0.00 de área total, 53.69 de área privativa, 200.10 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555506907980,,
 8444422960684 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;RODOVIA BR 13, N. 0, Apto 201, LOTE 10B  QUADRA 58 ;134.240,50;123.000,00;0.00;Apartamento, 0.00 de área total, 58.66 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422960684,
 8444412179122 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B38 RUA 26, N. SN, CS E LT 04 ;152.653,00;139.000,00;0.00;Casa, 0.00 de área total, 68.57 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412179122,
 8444427289654 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 07 ;QUADRA 61, N. SN, CS 01 LT 54A SETOR 07 RUA 30 ;157.059,00;143.000,00;0.00;Casa, 0.00 de área total, 69.78 de área privativa, 225.31 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427289654,
 8444424564301 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 03 ;QUADRA 19 CONJUNTO A, N. SN, Apto 101, LT 25A SETOR 03 RUA 06 ;131.861,00;120.000,00;0.00;Apartamento, 0.00 de área total, 48.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424564301,
 8444408844532 ;GO ;AGUAS LINDAS DE GOIAS ;CHACARAS QUEDAS DO DESCOBERTO ;QUADRA 42, N. SN, CS A CH 986 RUA 33 ;143.942,00;128.000,00;0.00;Casa, 0.00 de área total, 69.61 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408844532,
 1444415953564 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES VILLAGE ;RUA  2 AVENIDA, N. SN, LOT2A QD C22 ;438.808,08;390.000,00;0.00;Casa, 108.78 de área total, 108.78 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415953564,
 8555513757263 ;GO ;AGUAS LINDAS DE GOIAS ;RESIDENCIAL JARDIM PARAISO ;RUA DAS ACACIAS, N. 0, LOTE 02  QUADRA 21 ;71.058,29;63.000,00;0.00;Terreno, 0.00 de área total, 50.43 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555513757263,,
 8444425924816 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES VILLAGE ;AVENIDA  PRIMEIRA, N. SN, Apto 104, LT 01 QD C-25 - LOTEAMENTO MANSÕES VIL ;164.978,00;146.000,00;0.00;Apartamento, 0.00 de área total, 69.76 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425924816,
 8444404157158 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QUADRA 79  CONJUNTO A DE FRENTE COM A RUA 33, N. SN, LT 01C ;139.906,00;119.400,00;0.00;Casa, 0.00 de área total, 73.56 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404157158,,
 8444408781280 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES IMPERATRIZ ;RUA 13A, N. 0, CASA  D  LOTE 12  QUADRA 2 ;140.546,00;113.500,00;0.00;Casa, 0.00 de área total, 64.71 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408781280,
 8444410803031 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 07 ;QUADRA  61 RUA 32, N. SN, LT 03MODULO C ;132.280,00;104.000,00;0.00;Casa, 0.00 de área total, 63.26 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410803031,
 1444415104060 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM VI ;QUADRA 58, N. SN, LT 01J ;125.029,55;98.000,00;0.00;Casa, 0.00 de área total, 56.17 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415104060,,
 1444418599400 ;GO ;AGUAS LINDAS DE GOIAS ;CHACARAS QUEDAS DO DESCOBERTO ;QUADRA 30, N. SN, CS D LT 563B RUA 42 ;323.378,00;251.000,00;0.00;Casa, 0.00 de área total, 65.19 de área privativa, 136.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418599400,
 8444423715497 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;RUA 3, N. SN, Apto 201, LT 27 QD 110 ;154.693,00;120.000,00;0.00;Apartamento, 67.43 de área total, 67.43 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423715497,
 8444426117736 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM BRASILIA II ;RUA  JAPÃO, N. SN, Apto 203, LT 42 QD 62 - LOTEAMENTO JARDIM BRASIL ;156.817,00;121.111,76;0.00;Apartamento, 0.00 de área total, 53.49 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426117736,
